"Current Phase","Phase III Date","Phase III Event Date","Phase II Date","Phase II Event Date","Phase I Date","Molecule","Route of Administration","Lead Company Name","Ticker","Drug Name","Disease Group","Indication Name","Target","Phase I Event Date"
"Suspended",,,"11/12/2013","11/12/2013",,"Peptide","Subcutaneous (SQ)","Merck KGaA","MKKGY","PI-2301","Neurology","Multiple Sclerosis (MS)","T lymphocytes","10/03/2007"
"Suspended",,,,,,"Peptide","Subcutaneous (SQ)","Xenetic Biosciences, Inc.","XBIO","SuliXen","Neurology","Neurology - Other","Insulin Receptor",
"Suspended",,,"12/10/2008","03/31/2009",,"Peptide","Subcutaneous (SQ)","Amgen, Inc.","AMGN","KAI-1678","Neurology","Neuropathic Pain","Protein Kinase C (PKC)",
"Investigator Initiated",,,"07/23/2014",,,"Peptide","Subcutaneous (SQ)","AstraZeneca PLC","AZN","Bydureon","Neurology","Parkinson's Disease (PD)","GLP-1 Receptor",
"Preclinical",,,,,,"Peptide","Subcutaneous (SQ)","Peptron inc.",87010,"SR-Exenatide","Neurology","Parkinson's Disease (PD)","GLP-1 Receptor",
"Suspended",,,"12/10/2008","12/10/2008",,"Peptide","Subcutaneous (SQ)","Amgen, Inc.","AMGN","KAI-1678","Neurology","Postsurgical Pain","Protein Kinase C (PKC)","11/19/2008"
"II",,,,"10/21/2020",,"Peptide","Subcutaneous (SQ)","Oxeia Biopharmaceuticals, Inc.",,"OXE-103","Neurology","Traumatic Brain Injury (TBI)","Ghrelin Receptor",
"Preclinical",,,,,,"Peptide","Subcutaneous (SQ)","Chrysalis BioTherapeutics, Inc.",,"TP508","Not Specified","Acute Radiation Syndrome (ARS)","Thrombin (Coagulation Factor IIa)",
"Suspended",,,,,,"Peptide","Subcutaneous (SQ)","ValiRx Plc","VAL","VAL201","Obstetrics/Gynecology","Endometriosis","Androgen receptors,Src Kinase Family",
"II",,,"01/08/2019","05/23/2018",,"Peptide","Subcutaneous (SQ)","Myovant Sciences Ltd.","MYOV","RVT-602","Obstetrics/Gynecology","Reproductive Disorder","Gonadotropin-Releasing Hormone (GnRH)","11/13/2017"
"IIb",,,"09/04/2012","09/04/2012",,"Peptide","Subcutaneous (SQ)","BioLineRx Ltd.","BLRX","Motixafortide","Oncology","Acute Myelogenous Leukemia (AML)","Chemokine (C-X-C motif) Receptor 4 (CXCR4)",
"III","01/08/2020","01/08/2020","12/23/2010","12/23/2010",,"Peptide","Subcutaneous (SQ)","SELLAS Life Sciences Group, Inc.","SLS","Zeltherva","Oncology","Acute Myelogenous Leukemia (AML)","Immune System,Wilms' Tumor Protein 1 (WT1)","11/09/2006"
"Suspended",,,,,,"Peptide","Subcutaneous (SQ)","Otsuka Holdings Co., Ltd.",4578,"OCV-501","Oncology","Acute Myelogenous Leukemia (AML)","Immune System,Wilms' Tumor Protein 1 (WT1)",
"Suspended",,,,,,"Peptide","Subcutaneous (SQ)","Otsuka Holdings Co., Ltd.",4578,"Elpamotide","Oncology","Biliary Tract Cancer","VEGF Receptor (VEGFR)",
"Suspended",,,,,,"Peptide","Subcutaneous (SQ)","Shionogi & Co. Ltd.",4507,"S-288310","Oncology","Bladder Cancer","Immune System",
"III","12/21/2017","12/21/2017","03/23/2016","03/23/2016",,"Peptide","Subcutaneous (SQ)","BioLineRx Ltd.","BLRX","Motixafortide","Oncology","Bone Marrow Transplant and Stem Cell Transplant","Chemokine (C-X-C motif) Receptor 4 (CXCR4)","08/12/2014"
"II",,,"06/01/2015","06/01/2015","11/29/2010","Peptide","Subcutaneous (SQ)","MimiVax, LLC",,"SurVaxM","Oncology","Brain Cancer (Malignant Glioma; AA and glioblastoma (GBM))","Immune System,Survivin","09/11/2012"
"Suspended",,,,,,"Peptide","Subcutaneous (SQ)","IMV Inc.","IMV","DPX-Survivac","Oncology","Brain Cancer (Malignant Glioma; AA and glioblastoma (GBM))","Immune System,Survivin",
"Suspended",,,,,,"Peptide","Subcutaneous (SQ)","SELLAS Life Sciences Group, Inc.","SLS","Zeltherva","Oncology","Brain Cancer (Malignant Glioma; AA and glioblastoma (GBM))","Immune System,Wilms' Tumor Protein 1 (WT1)",
"I",,,,,"06/13/2013","Peptide","Subcutaneous (SQ)","ValiRx Plc","VAL","VAL201","Oncology","Breast Cancer","Androgen receptors,Src Kinase Family","06/13/2013"
"II",,,"03/31/2019","03/31/2019","06/26/2012","Peptide","Subcutaneous (SQ)","Marker Therapeutics, Inc.","MRKR","TPIV 110","Oncology","Breast Cancer","HER2/neu or ErbB-2,Immune System,Major Histocompatibility Complex (MHC)","08/11/2011"
"Suspended",,,,,,"Peptide","Subcutaneous (SQ)","IMV Inc.","IMV","DPX-0907","Oncology","Breast Cancer","Abelson Interactor 2 (Abi-2),B-cell receptor-associated protein 31(Bap31),Epithelial Discoidin Domain Receptor 1 (EDDR1),Immune System,Integrin Beta-8 (ITGB8),Junction Plakoblobin (JUP)/Gamma-Catenin,TACE/ADAM 17,Topoisomerase II (DNA gyrase)",
"Suspended",,,,,"11/25/2013","Peptide","Subcutaneous (SQ)","Eli Lilly and Company","LLY","Pegilodecakin","Oncology","Breast Cancer","IL-10 (Interleukin-10) and IL-10 Receptor (IL-10R)","11/25/2013"
"Suspended",,,,,"07/16/2017","Peptide","Subcutaneous (SQ)","Spectrum Pharmaceuticals Inc.","SPPI","Rolontis","Oncology","Breast Cancer","Granulocyte-colony Stimulating Factor (G-CSFR)/CD114","07/16/2017"
"II",,,,"10/31/2018",,"Peptide","Subcutaneous (SQ)","SELLAS Life Sciences Group, Inc.","SLS","Zeltherva","Oncology","Cancer","Immune System,Wilms' Tumor Protein 1 (WT1)",
"Suspended",,,,,"12/21/2017","Peptide","Subcutaneous (SQ)","Eli Lilly and Company","LLY","Pegilodecakin","Oncology","Cancer","IL-10 (Interleukin-10) and IL-10 Receptor (IL-10R)","12/21/2017"
"II",,,"10/26/2020","10/26/2020",,"Peptide","Subcutaneous (SQ)","PDS Biotechnology Corporation","PDSB","PDS0101","Oncology","Cervical Cancer","Human Papillomavirus (HPV),Immune System","11/01/2013"
"I",,,,,,"Peptide","Subcutaneous (SQ)","PDS Biotechnology Corporation","PDSB","PDS0101","Oncology","Cervical Dysplasia","Human Papillomavirus (HPV),Immune System","11/01/2013"
"Suspended",,,"03/02/2012","05/06/2009",,"Peptide","Subcutaneous (SQ)","Zealand Pharma A/S","ZEAL","Elsiglutide","Oncology","Chemotherapy Induced Diarrhea","GLP-2 Receptor","11/27/2008"
"Investigator Initiated",,,,,,"Peptide","Subcutaneous (SQ)","BioLineRx Ltd.","BLRX","Motixafortide","Oncology","Chronic Myelogenous Leukemia (CML)","Chemokine (C-X-C motif) Receptor 4 (CXCR4)",
"Suspended",,,,,,"Peptide","Subcutaneous (SQ)","SELLAS Life Sciences Group, Inc.","SLS","Zeltherva","Oncology","Chronic Myelogenous Leukemia (CML)","Immune System,Wilms' Tumor Protein 1 (WT1)",
"I/II",,,"04/10/2018","04/10/2018",,"Peptide","Subcutaneous (SQ)","Treos Bio Limited",,"PolyPEPI1018","Oncology","Colorectal Cancer (CRC)","Immune System,T lymphocytes",
"Suspended",,,,,,"Peptide","Subcutaneous (SQ)","Otsuka Holdings Co., Ltd.",4578,"OCV-C02","Oncology","Colorectal Cancer (CRC)","Tumor Cells",
"Suspended",,,,,"11/25/2013","Peptide","Subcutaneous (SQ)","Eli Lilly and Company","LLY","Pegilodecakin","Oncology","Colorectal Cancer (CRC)","IL-10 (Interleukin-10) and IL-10 Receptor (IL-10R)","11/25/2013"
"Suspended",,,,,,"Peptide","Subcutaneous (SQ)","OSE Immunotherapeutics","OSE","Tedopi","Oncology","Colorectal Cancer (CRC)","Immune System",
"II",,,"03/24/2015","10/01/2014",,"Peptide","Subcutaneous (SQ)","IMV Inc.","IMV","DPX-Survivac","Oncology","Diffuse Large B-Cell Lymphoma (DLBCL) - NHL","Immune System,Survivin",
"I/II",,,"10/18/2017","10/18/2017",,"Peptide","Subcutaneous (SQ)","BioLineRx Ltd.","BLRX","Motixafortide","Oncology","Gastric Cancer","Chemokine (C-X-C motif) Receptor 4 (CXCR4)",
"II",,,"11/09/2020","11/09/2020",,"Peptide","Subcutaneous (SQ)","PDS Biotechnology Corporation","PDSB","PDS0101","Oncology","Head and Neck Cancer","Human Papillomavirus (HPV),Immune System",
"Suspended",,,"06/23/2005","06/23/2005",,"Peptide","Subcutaneous (SQ)","AbbVie Inc.","ABBV","ABT-510","Oncology","Head and Neck Cancer","Fas ligand (FasL),Src Kinase Family,VEGF (Vascular endothelial growth factor)",
"Suspended",,,,"08/14/2007",,"Peptide","Subcutaneous (SQ)","AbbVie Inc.","ABBV","ABT-510","Oncology","Hematologic Cancer","Fas ligand (FasL),Src Kinase Family,VEGF (Vascular endothelial growth factor)",
"Suspended",,,,,,"Peptide","Subcutaneous (SQ)","Ono Pharmaceutical Company, Ltd.","4528:JP","ONO-7268MX1","Oncology","Hepatocellular (Liver) Cancer (HCC) (Including Secondary Metastases)","Immune System",
"Suspended",,,,"08/04/2004",,"Peptide","Subcutaneous (SQ)","SciClone Pharmaceuticals, Inc.","SCLN","Zadaxin","Oncology","Hepatocellular (Liver) Cancer (HCC) (Including Secondary Metastases)","Immune System",
"I",,,,,"12/06/2018","Peptide","Subcutaneous (SQ)","Neon Therapeutics, Inc.",,"NEO-PV-01","Oncology","Melanoma","Immune System,Tumor Cells","12/06/2018"
"I/II",,,,"08/31/2017",,"Peptide","Subcutaneous (SQ)","IO Biotech ApS",,"IO101","Oncology","Melanoma","IDO (Indoleamine 2,3-dioxygenase)","08/31/2017"
"I/II",,,"12/15/2020","12/15/2020",,"Peptide","Subcutaneous (SQ)","IO Biotech ApS",,"IO102","Oncology","Melanoma","IDO (Indoleamine 2,3-dioxygenase)",
"Suspended",,,,,,"Peptide","Subcutaneous (SQ)","AbbVie Inc.","ABBV","ABT-510","Oncology","Melanoma","Fas ligand (FasL),Src Kinase Family,VEGF (Vascular endothelial growth factor)",
"Suspended",,"09/28/2004",,,,"Peptide","Subcutaneous (SQ)","Bristol Myers Squibb Company","BMY","MDX-1379","Oncology","Melanoma","HLA-A,Immune System",
"Suspended",,,,,"11/25/2013","Peptide","Subcutaneous (SQ)","Eli Lilly and Company","LLY","Pegilodecakin","Oncology","Melanoma","IL-10 (Interleukin-10) and IL-10 Receptor (IL-10R)","11/25/2013"
"Suspended",,"11/17/2008",,"08/04/2004",,"Peptide","Subcutaneous (SQ)","SciClone Pharmaceuticals, Inc.","SCLN","Zadaxin","Oncology","Melanoma","Immune System",
"II",,,,"09/04/2014",,"Peptide","Subcutaneous (SQ)","SELLAS Life Sciences Group, Inc.","SLS","Zeltherva","Oncology","Mesothelioma","Immune System,Wilms' Tumor Protein 1 (WT1)","11/09/2006"
"I/II",,,"03/18/2009","07/24/2012",,"Peptide","Subcutaneous (SQ)","BioLineRx Ltd.","BLRX","Motixafortide","Oncology","Multiple Myeloma (MM)","Chemokine (C-X-C motif) Receptor 4 (CXCR4)",
"I/II",,,,"06/30/2014",,"Peptide","Subcutaneous (SQ)","SELLAS Life Sciences Group, Inc.","SLS","Zeltherva","Oncology","Multiple Myeloma (MM)","Immune System,Wilms' Tumor Protein 1 (WT1)",
"Investigator Initiated",,,,,,"Peptide","Subcutaneous (SQ)","MimiVax, LLC",,"SurVaxM","Oncology","Multiple Myeloma (MM)","Immune System,Survivin",
"I",,,,,"05/19/2016","Peptide","Subcutaneous (SQ)","Enesi Pharma Limited",,"Glide Octreotide","Oncology","Neuroendocrine Tumors (NET)","Somatostatin Receptors","05/19/2016"
"Suspended",,,,,,"Peptide","Subcutaneous (SQ)","Midatech Pharma PLC","MTPH","Q-Octreotide","Oncology","Neuroendocrine Tumors (NET)","Somatostatin Receptors",
"Suspended",,,"07/24/2012","07/24/2012",,"Peptide","Subcutaneous (SQ)","BioLineRx Ltd.","BLRX","Motixafortide","Oncology","Non-Hodgkin's Lymphoma (NHL)","Chemokine (C-X-C motif) Receptor 4 (CXCR4)",
"I",,,,,"03/07/2018","Peptide","Subcutaneous (SQ)","Neon Therapeutics, Inc.",,"NEO-PV-01","Oncology","Non-Small Cell Lung Cancer (NSCLC)","Immune System,Tumor Cells","03/07/2018"
"I/II",,,"08/22/2018","08/22/2018",,"Peptide","Subcutaneous (SQ)","IO Biotech ApS",,"IO102","Oncology","Non-Small Cell Lung Cancer (NSCLC)","IDO (Indoleamine 2,3-dioxygenase)",
"IIb",,,,"12/18/2007",,"Peptide","Subcutaneous (SQ)","Vaxon Biotech",,"Vx-001","Oncology","Non-Small Cell Lung Cancer (NSCLC)","Immune System,Telomerase",
"III","01/06/2016","01/06/2016",,"12/21/2004",,"Peptide","Subcutaneous (SQ)","OSE Immunotherapeutics","OSE","Tedopi","Oncology","Non-Small Cell Lung Cancer (NSCLC)","Immune System","09/28/2004"
"Investigator Initiated",,,,,,"Peptide","Subcutaneous (SQ)","IO Biotech ApS",,"IO101","Oncology","Non-Small Cell Lung Cancer (NSCLC)","IDO (Indoleamine 2,3-dioxygenase)",
"Suspended",,,"03/01/2018","03/01/2018","11/25/2013","Peptide","Subcutaneous (SQ)","Eli Lilly and Company","LLY","Pegilodecakin","Oncology","Non-Small Cell Lung Cancer (NSCLC)","IL-10 (Interleukin-10) and IL-10 Receptor (IL-10R)","11/25/2013"
"I/II",,,"05/02/2016","05/02/2016",,"Peptide","Subcutaneous (SQ)","SELLAS Life Sciences Group, Inc.","SLS","Zeltherva","Oncology","Ovarian Cancer","Immune System,Wilms' Tumor Protein 1 (WT1)",
"II",,,,"06/20/2011",,"Peptide","Subcutaneous (SQ)","IMV Inc.","IMV","DPX-Survivac","Oncology","Ovarian Cancer","Immune System,Survivin",
"Preclinical",,,,,,"Peptide","Subcutaneous (SQ)","ValiRx Plc","VAL","VAL201","Oncology","Ovarian Cancer","Androgen receptors,Src Kinase Family",
"Suspended",,,,,"03/02/2015","Peptide","Subcutaneous (SQ)","Almac Group",,"ALM201","Oncology","Ovarian Cancer","Microtubules (Tubulin)","03/02/2015"
"Suspended",,,,,,"Peptide","Subcutaneous (SQ)","IMV Inc.","IMV","DPX-0907","Oncology","Ovarian Cancer","Abelson Interactor 2 (Abi-2),B-cell receptor-associated protein 31(Bap31),Epithelial Discoidin Domain Receptor 1 (EDDR1),Immune System,Integrin Beta-8 (ITGB8),Junction Plakoblobin (JUP)/Gamma-Catenin,TACE/ADAM 17,Topoisomerase II (DNA gyrase)",
"Suspended",,,,,"11/25/2013","Peptide","Subcutaneous (SQ)","Eli Lilly and Company","LLY","Pegilodecakin","Oncology","Ovarian Cancer","IL-10 (Interleukin-10) and IL-10 Receptor (IL-10R)","11/25/2013"
"IIb",,,"09/20/2016","09/20/2016",,"Peptide","Subcutaneous (SQ)","BioLineRx Ltd.","BLRX","Motixafortide","Oncology","Pancreatic Cancer","Chemokine (C-X-C motif) Receptor 4 (CXCR4)",
"Suspended",,,,,,"Peptide","Subcutaneous (SQ)","OncoTherapy Science, Inc.","4564:JP","OCV-101","Oncology","Pancreatic Cancer","Angiogenesis",
"Suspended",,,,,,"Peptide","Subcutaneous (SQ)","Otsuka Holdings Co., Ltd.",4578,"Elpamotide","Oncology","Pancreatic Cancer","VEGF Receptor (VEGFR)",
"Suspended","01/03/2017","01/03/2017",,,"11/25/2013","Peptide","Subcutaneous (SQ)","Eli Lilly and Company","LLY","Pegilodecakin","Oncology","Pancreatic Cancer","IL-10 (Interleukin-10) and IL-10 Receptor (IL-10R)","11/25/2013"
"II",,,"10/30/2019","10/30/2019",,"Peptide","Subcutaneous (SQ)","Protagonist Therapeutics, Inc.","PTGX","PTG-300","Oncology","Polycythemia Vera (PV)","Hepcidin",
"I/II",,,"10/14/2014","10/14/2014","06/13/2013","Peptide","Subcutaneous (SQ)","ValiRx Plc","VAL","VAL201","Oncology","Prostate Cancer","Androgen receptors,Src Kinase Family","06/13/2013"
"IIb",,,,"03/30/2017",,"Peptide","Subcutaneous (SQ)","RhoVac AB","RHOVAC","RV001","Oncology","Prostate Cancer","Immune System,Rho GTPase/Rho Kinase,Tumor Cells",
"NDA","09/08/2014","09/08/2014",,,,"Peptide","Subcutaneous (SQ)","Foresee Pharmaceuticals Co., Ltd.",6576,"FP-001","Oncology","Prostate Cancer","Gonadotropin-Releasing Hormone (GnRH)",
"Preclinical",,,,,,"Peptide","Subcutaneous (SQ)","Veru Inc.","VERU","VERU-100","Oncology","Prostate Cancer","Gonadotropin-Releasing Hormone (GnRH) Receptor",
"Suspended","05/29/2012","03/10/2011",,,,"Peptide","Subcutaneous (SQ)","Ipsen SA","IPSEY","Somatuline Autogel","Oncology","Prostate Cancer","Somatostatin Receptors",
"Suspended",,,"11/23/2010","11/23/2010",,"Peptide","Subcutaneous (SQ)","Myovant Sciences Ltd.","MYOV","RVT-602","Oncology","Prostate Cancer","Gonadotropin-Releasing Hormone (GnRH)","02/01/2012"
"Suspended",,,,,,"Peptide","Subcutaneous (SQ)","FUJIFILM Holdings Corp.","TYO:4901","ITK-1","Oncology","Prostate Cancer","HLA-A,Immune System",
"Suspended",,,,"08/14/2007",,"Peptide","Subcutaneous (SQ)","AbbVie Inc.","ABBV","ABT-510","Oncology","Renal Cell Cancer (RCC)","Fas ligand (FasL),Src Kinase Family,VEGF (Vascular endothelial growth factor)",
"Suspended",,,,"07/07/2011",,"Peptide","Subcutaneous (SQ)","Eli Lilly and Company","LLY","LY2510924","Oncology","Renal Cell Cancer (RCC)","Chemokine (C-X-C motif) Receptor 4 (CXCR4)",
"Suspended",,,,,"11/25/2013","Peptide","Subcutaneous (SQ)","Eli Lilly and Company","LLY","Pegilodecakin","Oncology","Renal Cell Cancer (RCC)","IL-10 (Interleukin-10) and IL-10 Receptor (IL-10R)","11/25/2013"
"Suspended",,,,"11/28/2007",,"Peptide","Subcutaneous (SQ)","AbbVie Inc.","ABBV","ABT-510","Oncology","Sarcoma","Fas ligand (FasL),Src Kinase Family,VEGF (Vascular endothelial growth factor)",
"Suspended",,,"10/14/2011","10/14/2011",,"Peptide","Subcutaneous (SQ)","Eli Lilly and Company","LLY","LY2510924","Oncology","Small Cell Lung Cancer (SCLC)","Chemokine (C-X-C motif) Receptor 4 (CXCR4)",
"I",,,,,"10/03/2016","Peptide","Subcutaneous (SQ)","Neon Therapeutics, Inc.",,"NEO-PV-01","Oncology","Solid Tumors","Immune System,Tumor Cells","10/03/2016"
"I",,,,,"10/20/2016","Peptide","Subcutaneous (SQ)","Eli Lilly and Company","LLY","LY2510924","Oncology","Solid Tumors","Chemokine (C-X-C motif) Receptor 4 (CXCR4)","10/20/2016"
"II",,,"02/07/2019","02/07/2019",,"Peptide","Subcutaneous (SQ)","IMV Inc.","IMV","DPX-Survivac","Oncology","Solid Tumors","Immune System,Survivin",
"IND",,,,,,"Peptide","Subcutaneous (SQ)","BioLineRx Ltd.","BLRX","Motixafortide","Oncology","Solid Tumors","Chemokine (C-X-C motif) Receptor 4 (CXCR4)",
"Preclinical",,,,,,"Peptide","Subcutaneous (SQ)","Medicenna Therapeutics Corp.","MDNAF","MDNA11","Oncology","Solid Tumors","IL-2 Receptor (IL-2R) ",
"Suspended",,,,,,"Peptide","Subcutaneous (SQ)","AbbVie Inc.","ABBV","ABT-510","Oncology","Solid Tumors","Fas ligand (FasL),Src Kinase Family,VEGF (Vascular endothelial growth factor)","08/01/2005"
"Suspended",,,,,,"Peptide","Subcutaneous (SQ)","IMV Inc.","IMV","DPX-0907","Oncology","Solid Tumors","Abelson Interactor 2 (Abi-2),B-cell receptor-associated protein 31(Bap31),Epithelial Discoidin Domain Receptor 1 (EDDR1),Immune System,Integrin Beta-8 (ITGB8),Junction Plakoblobin (JUP)/Gamma-Catenin,TACE/ADAM 17,Topoisomerase II (DNA gyrase)","03/26/2010"
"Suspended",,,,,,"Peptide","Subcutaneous (SQ)","Medicenna Therapeutics Corp.","MDNAF","MDNA19","Oncology","Solid Tumors","Cluster of Differentiation 122 (CD122),IL-2 Receptor (IL-2R) ",
"III","05/08/2019","05/08/2019",,,,"Peptide","Subcutaneous (SQ)","Novo Nordisk A/S","NVO","Ozempic","Ophthalmology","Diabetic Retinopathy (Ophthalmology)","GLP-1 Receptor",
"Suspended",,"03/05/2009",,,,"Peptide","Subcutaneous (SQ)","Teva Pharmaceutical Industries Ltd.","TEVA","Copaxone","Ophthalmology","Optic Neuritis (Ophthalmology)","Myelin,T lymphocytes",
"Suspended",,,"02/07/2006",,,"Peptide","Subcutaneous (SQ)","Ipsen SA","IPSEY","Somatuline Autogel","Ophthalmology","Thyroid Eye Disease (TED)","Somatostatin Receptors",
"Suspended",,,,,,"Peptide","Subcutaneous (SQ)","Kineta, Inc.",,"Dalazatide","Ophthalmology","Uveitis (Ophthalmology)","Potassium channels","03/19/2015"
"Suspended",,,,,,"Peptide","Subcutaneous (SQ)","Shionogi & Co. Ltd.",4507,"S-646240","Ophthalmology","Wet Age-Related Macular Degeneration (Wet AMD) (Ophthalmology)","Unknown",
"II",,,"07/16/2012","07/16/2012",,"Peptide","Subcutaneous (SQ)","Allergan plc","AGN","Relamorelin","Psychiatry","Eating Disorders","Ghrelin Receptor",
"Preclinical",,,,,,"Peptide","Subcutaneous (SQ)","Ferring Pharmaceuticals",,"FP-004","Psychiatry","Substance Use Disorder","Opioid receptors",
"Suspended",,,,,,"Peptide","Subcutaneous (SQ)","Kineta, Inc.",,"Dalazatide","Respiratory","Asthma","Potassium channels","05/10/2016"
"Suspended",,,,"03/03/2011",,"Peptide","Subcutaneous (SQ)","Palatin Technologies, Inc.","PTN","PL-3994","Respiratory","Asthma","Natriuretic Peptide Receptors",
"Suspended",,,,,,"Peptide","Subcutaneous (SQ)","Digna Biotech, S.L.",,"Disitertide (Subcutaneous)","Respiratory","Pulmonary Fibrosis","Transforming Growth Factor-beta (TGF-beta) and Superfamily",
"Development Outside U.S.",,,,,,"Peptide","Subcutaneous (SQ)","Shionogi & Co. Ltd.",4507,"S-588410","Oncology","Bladder Cancer","Immune System",
"Development Outside U.S.",,,,,,"Peptide","Subcutaneous (SQ)","ORYX GmbH & Co. KG",,"MicOryx","Oncology","Colorectal Cancer (CRC)","Immune System",
"Development Outside U.S.",,,,,"04/16/2018","Peptide","Subcutaneous (SQ)","Adocia","ADOC:FP","Biochaperone Lispro Pramlintide","Endocrine","Diabetes Mellitus, Type I","Insulin Receptor",
"Development Outside U.S.",,,,,,"Peptide","Subcutaneous (SQ)","Scohia Pharma, Inc.",,"TAK-094","Endocrine","Diabetes Mellitus, Type II","GIP Receptor (GIPR)/Glucose-Dependent Insulinotropic Polypeptide Receptor,GLP-1 Receptor",
"Development Outside U.S.",,,,,,"Peptide","Subcutaneous (SQ)","Peptron inc.",87010,"SR-Exenatide","Endocrine","Diabetes Mellitus, Type II","GLP-1 Receptor",
"Development Outside U.S.",,,,,,"Peptide","Subcutaneous (SQ)","EyeGene, Inc.",185490,"EG-Mirotin","Ophthalmology","Diabetic Retinopathy (Ophthalmology)","Angiopoietins",
"Development Outside U.S.",,,,,,"Peptide","Subcutaneous (SQ)","Shionogi & Co. Ltd.",4507,"S-588410","Oncology","Esophageal Cancer","Immune System",
"Development Outside U.S.",,,,,,"Peptide","Subcutaneous (SQ)","Ergomed plc","ERGO","ReadyFlow","Hematology","Hemostasis","Fibrinogen (Coagulation Factor I)",
"Development Outside U.S.",,,,,,"Peptide","Subcutaneous (SQ)","MYR GmbH",,"Hepcludex","Infectious Disease","Hepatitis B (HBV) Treatment (Antiviral)","Hepatitis B/HBV,Hepatitis D/HDV",
"Development Outside U.S.",,,"05/02/2017",,,"Peptide","Subcutaneous (SQ)","Stealth BioTherapeutics Inc.","MITO","SBT-20","Neurology","Huntington's Disease","Mitochondria",
"Development Outside U.S.",,,,,,"Peptide","Subcutaneous (SQ)","Kineta, Inc.",,"KCP506","Neurology","Inflammatory Pain","Nicotinic Acetylcholine Receptors (nAChR) ",
"Development Outside U.S.",,,,,,"Peptide","Subcutaneous (SQ)","Shionogi & Co. Ltd.",4507,"S-005151","Neurology","Ischemic Stroke",,
"Development Outside U.S.",,,,,,"Peptide","Subcutaneous (SQ)","CuroNZ",,"NRP2945","Neurology","Lennox-Gastaut Syndrome (LGS; Epilepsy)",,
"Development Outside U.S.",,,,,,"Peptide","Subcutaneous (SQ)","Shionogi & Co. Ltd.",4507,"S-005151","Gastroenterology (Non Inflammatory Bowel Disease)","Liver Failure / Cirrhosis",,
"Development Outside U.S.",,,,,,"Peptide","Subcutaneous (SQ)","Novartis AG","NVS","CAM2029","Oncology","Neuroendocrine Tumors (NET)","Somatostatin Receptors",
"Development Outside U.S.",,,,,,"Peptide","Subcutaneous (SQ)","Kineta, Inc.",,"KCP506","Neurology","Neuropathic Pain","Nicotinic Acetylcholine Receptors (nAChR) ",
"Development Outside U.S.",,,,,,"Peptide","Subcutaneous (SQ)","Eli Lilly and Company","LLY","LY3305677","Metabolic","Obesity","GLP-1 Receptor,Glucagon Receptor",
"Development Outside U.S.",,,,,,"Peptide","Subcutaneous (SQ)","Shionogi & Co. Ltd.",4507,"S-005151","Rheumatology (Non Autoimmune)","Osteoarthritis and Osteoarthritis Pain",,
"Development Outside U.S.",,,"02/26/2019",,,"Peptide","Subcutaneous (SQ)","OSE Immunotherapeutics","OSE","Tedopi","Oncology","Pancreatic Cancer","Immune System",
"Development Outside U.S.",,,,,,"Peptide","Subcutaneous (SQ)","Debiopharm S.A.",,"Debio 8206","Oncology","Prostate Cancer","Gonadotropin-Releasing Hormone (GnRH) Receptor",
"Development Outside U.S.",,,,,,"Peptide","Subcutaneous (SQ)","Camurus AB","CAMX","Prosenze","Oncology","Prostate Cancer","Gonadotropin-Releasing Hormone (GnRH) Receptor",
"Development Outside U.S.",,,,,,"Peptide","Subcutaneous (SQ)","CuroNZ",,"NRP2945","Neurology","Seizure Disorders (Epilepsy)",,
"Development Outside U.S.","09/26/2016",,,,,"Peptide","Subcutaneous (SQ)","SciClone Pharmaceuticals, Inc.","SCLN","Zadaxin","Infectious Disease","Sepsis and Septic Shock","Immune System",
"Development Outside U.S.",,,,,,"Peptide","Subcutaneous (SQ)","Hanmi Pharmaceutical Co., Ltd.",128940,"HM10560A","Endocrine","Short Stature / Growth Hormone Deficiency","Growth hormone receptor (GHR)",
"Development Outside U.S.",,,,,,"Peptide","Subcutaneous (SQ)","ORYX GmbH & Co. KG",,"VicOryx","Oncology","Solid Tumors","Cyclin Dependent Kinase (CDK),Immune System",
"Development Outside U.S.",,,"01/31/2018",,,"Peptide","Subcutaneous (SQ)","Otsuka Holdings Co., Ltd.",4578,"TAS0313","Oncology","Solid Tumors",,
"Development Outside U.S.",,,,,,"Peptide","Subcutaneous (SQ)","Promore Pharma AB","PROMO","PXL-01","Not Specified","Surgical and Procedure Complications","Lactoferrin Receptor",
"BLA","01/29/2016","01/29/2016","01/09/2013","09/07/2012","12/22/2009","Peptide","Subcutaneous (SQ)","Spectrum Pharmaceuticals Inc.","SPPI","Rolontis","Hematology","Neutropenia / Leukopenia","Granulocyte-colony Stimulating Factor (G-CSFR)/CD114","12/22/2009"
"Approved in other than U.S./E.U.",,,,,,"Peptide","Subcutaneous (SQ)","GC Pharma",6280,"Biosimilar Lantus (Green Cross)","Endocrine","Diabetes Mellitus, Type I","Insulin Receptor",
"Approved in other than U.S./E.U.",,,,,,"Peptide","Subcutaneous (SQ)","Jiangsu Hansoh Pharmaceutical Group Co., Ltd",,"PEX168","Endocrine","Diabetes Mellitus, Type II","GLP-1 Receptor",
"Approved in other than U.S./E.U.",,,,,,"Peptide","Subcutaneous (SQ)","GC Pharma",6280,"Biosimilar Lantus (Green Cross)","Endocrine","Diabetes Mellitus, Type II","Insulin Receptor",
